REF	20500	deleteCitie
REF	20513	getRequestTypeByIdRequestType
REF	20543	getRequestTypes
REF	20572	deleteRequestType
REF	20587	getRequestTypeById
REF	20617	updateRequestType
REF	20667	addRequestType
PAY	20731	getCalculationItems
PAY	20750	getCalculationItemById
PAY	20770	updateCalculationItem
PAY	20800	addCalculationItem
PAY	20834	deleteCalculationItem
REQ	20849	getRequestById
REF	20879	getRequestByIdTechnicalExamReport
REQ	20909	getRequests
REF	20936	TehnicalExamPassed
REQ	20954	addRequest
REQ	21018	updateRequest
REF	21068	getBusinessTypes
REF	21085	getBusinessTypeById
REF	21103	updateBusinessType
REF	21129	addBusinessType
REF	21157	deleteBusinessType
ATT	21339	updateAttachmentType
ATT	21363	addAttachmentType
ATT	21388	getAttachmentTypeById
ATT	21405	getAttachmentTypes
ATT	21421	deleteAttachmentType
REF	21436	deleteDDVCatalo
REF	21451	getDDVCatalog
REF	21468	getDDVCataloById
REF	21486	updateDDVCatalo
REF	21512	addDDVCatalo
VEH	21587	getVehicleLastRegistration
VEH	21607	EndPreviosRegistrationsForVehicleId
VEH	21635	NumOfVehiclesRegistrationNumberExists
VEH	21649	getVehicleFirstRegistration
VEH	21695	getVahicleFirstRegistration
CUS	21793	updateCustomersContactPerson
CUS	21829	addCustomersContactPerson
CUS	21872	getCustomersContactPersons
CUS	21894	getCustomersContactPersonById
CUS	21917	getCustomersContactPersonByIdCustomer
CUS	21940	deleteCustomersContactPerson
VEH	21955	getCustomerVehiclesRelationTypesByIsCustomerOnly
VEH	21976	getCustomerVehiclesRelationTypes
VEH	21996	getCustomerVehiclesRelationTypeById
VEH	22017	updateCustomerVehiclesRelationType
VEH	22049	addCustomerVehiclesRelationType
VEH	22086	deleteCustomerVehiclesRelationType
DOC	22101	updateDocumentsTrafficLicenceSetEndDtae
REF	22120	updateDocumentTypesOption
REF	22154	addDocumentTypesOption
REF	22194	getDocumentTypesOptionByIdDocumentTypes
REF	22216	getDocumentTypesOptionById
REF	22238	getDocumentTypesOptions
REF	22259	deleteDocumentTypesOption
REF	22274	getVehicleCategories
REF	22298	getVehicleCategorieById
REF	22323	updateVehicleCategorie
REF	22363	addVehicleCategorie
REF	22412	deleteVehicleCategorie
REF	22427	deleteDocumentType
REF	22442	addDocumentType
REF	22482	updateDocumentType
REF	22516	getDocumentTypeById
REF	22538	getDocumentTypes
REF	22559	updateVehicleBrake
REF	22585	getVehicleBrakeById
REF	22603	getVehicleBrakes
REF	22620	addVehicleBrake
REF	22648	deleteVehicleBrake
REF	22663	deleteDocumentTypePrin
REF	22678	addDocumentTypePrin
REF	22703	updateDocumentTypePrin
REF	22727	getDocumentTypePrint
REF	22743	getDocumentTypePrinById
VEH	22760	getVehicleBodytypById
REF	22779	getVehicleBodytype
VEH	22797	updateVehicleBodytyp
VEH	22825	addVehicleBodytyp
VEH	22856	deleteVehicleBodytyp
DOC	22871	addDocumentsTrafficLicencesExtension
DOC	22905	deleteDocumentsTrafficLicencesExtension
DOC	22920	getDocumentsTrafficLicencesExtensions
DOC	22939	getDocumentsTrafficLicencesExtensionById
DOC	22957	getDocumentsTrafficLicencesExtensionByIdTrafficLicence
DOC	22977	updateDocumentsTrafficLicencesExtension
PAY	23007	addPaymentItemParametar
PAY	23050	deletePaymentItemParametar
PAY	23065	getPaymentItemParametarById
PAY	23086	getPaymentItemParametarByIdPaymentItem
PAY	23109	getPaymentItemParametars
PAY	23131	updatePaymentItemParametar
DOC	23167	deleteDocumentsTrafficLicence
DOC	23182	addDocumentsTrafficLicence
DOC	23222	getDocumentsTrafficLicenceById
DOC	23244	getDocumentsTrafficLicences
DOC	23265	updateDocumentsTrafficLicence
DOC	23299	NumOfTrafficLicenceExists
REF	23313	updateDocumentsTehnicalExamsReportsDetailsStatu
REF	23337	getDocumentsTehnicalExamsReportsDetailsStatus
REF	23353	getDocumentsTehnicalExamsReportsDetailsStatuById
REF	23370	addDocumentsTehnicalExamsReportsDetailsStatu
REF	23395	deleteDocumentsTehnicalExamsReportsDetailsStatu
REF	23410	addDriveingLicenceCtegorie
REF	23438	deleteDriveingLicenceCtegorie
REF	23453	updateDriveingLicenceCtegorie
REF	23479	getDriveingLicenceCtegorieById
REF	23497	getDriveingLicenceCtegories
PAY	23514	getDogovorZaRati
PAY	23535	getDogovorZaRatById
PAY	23557	updateDogovorZaRat
PAY	23591	deleteDogovorZaRat
PAY	23606	addDogovorZaRat
DOC	23820	getDocumentVehicleOwnershipProoById
DOC	23837	getDocumentVehicleOwnershipProof
DOC	23853	updateDocumentVehicleOwnershipProo
DOC	23877	deleteDocumentVehicleOwnershipProo
DOC	23892	addDocumentVehicleOwnershipProo
CUS	23917	updateCustomerFinancialStat
PAY	23962	updatePaymentDocumentsDetailFinace
REF	23982	insertFinancialStatePriceCatalogForTrafficLicences
REF	24024	insertFinancialStatePriceCatalogForTehnicalExams
